🎵1月23测试有效,#genre#
韩国太妍10,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240066736888.mp4
韩国太妍11,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240175161903.mp4
韩国太妍12,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240295526170.mp4
韩国太妍14,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240177321736.mp4
韩国太妍15,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240177941288.mp4
韩国太妍16,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070652257.mp4
韩国太妍17,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240298266546.mp4
韩国太妍18,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070884570.mp4
韩国太妍19,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240298694512.mp4
韩国太妍20,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240418087243.mp4
韩国太妍21,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240299394846.mp4
韩国太妍22,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181409471.mp4
韩国太妍23,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240182993056.mp4
韩国太妍24,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240301854532.mp4
韩国太妍25,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240075164377.mp4
韩国太妍26,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240349762400.mp4
韩国太妍27,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240121912724.mp4
韩国太妍28,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240126480392.mp4
韩国太妍29,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240355262537.mp4
韩国太妍30,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240355734488.mp4
👉Q3群374739884V4,#genre#
CCTV-1 综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-1 综合,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-1 综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-1 综合,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-1hd/2500.m3u8?innersid=15654890039634427536
CCTV-1 综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV-2 财经,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-2 财经,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-2hd/2500.m3u8?innersid=18203640774999492907
CCTV-2 财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-2 财经,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-2hd/2500.m3u8?innersid=4547519954471704013
CCTV-3 综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4 中文国际,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-4 中文国际,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-4 中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
CCTV-4 中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+ 体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6 电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7 国防军事,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-7hd/2500.m3u8?innersid=2025
CCTV-7 国防军事,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-7hd/2500.m3u8?innersid=12706415551557919057
CCTV-9 纪录,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-9hd/2500.m3u8?innersid=17686352686599982856
CCTV-9 纪录,http://58.220.219.14:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-9 纪录,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-9hd/2500.m3u8?innersid=2025
CCTV-11 戏曲,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-11 戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-11 戏曲,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-13 新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-13 新闻,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14 少儿节目,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV-15 音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-15 音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16 奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17 农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-1 综合,http://106.53.99.30/dl/bjyd.php?id=1
CCTV-2 财经,http://106.53.99.30/dl/bjyd.php?id=2
CCTV-4 中文国际,http://106.53.99.30/dl/bjyd.php?id=3
CCTV-7 国防军事,http://106.53.99.30/dl/bjyd.php?id=4
CCTV-9 纪录,http://106.53.99.30/dl/bjyd.php?id=5
CCTV-10 科教,http://106.53.99.30/dl/bjyd.php?id=6
CCTV-11 戏曲,http://106.53.99.30/dl/bjyd.php?id=7
CCTV-12 社会与法治,http://106.53.99.30/dl/bjyd.php?id=8
CCTV-13 新闻,http://106.53.99.30/dl/bjyd.php?id=9
CCTV-14 少儿节目,http://106.53.99.30/dl/bjyd.php?id=10
CCTV-15 音乐,http://106.53.99.30/dl/bjyd.php?id=11
CCTV-17 农业农村,http://106.53.99.30/dl/bjyd.php?id=12
CCTV-1 综合,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1
CCTV-2 财经,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv2
CCTV-3 综艺,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv3
CCTV-4 中文国际,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv4
CCTV-5 体育,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv5
CCTV5+ 体育赛事,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv5p
CCTV-6 ,电影,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv6
CCTV-7 ,国防军事,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv7
CCTV-8 电视剧,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv8
CCTV-9 纪录,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv9
CCTV-10 科教,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv10
CCTV-11 戏曲,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv11
CCTV-12 社会与法治,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv12
CCTV-13 新闻,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv13
CCTV-14 少儿节目,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv14
CCTV-15 音乐,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv15
CCTV-16 奥林匹克,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv16
CCTV-17 农业农村,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv17
CCTV-1 综合,http://ttkx.cc:1258/69/mg9.php?id=cctv1
CCTV-2 财经,http://ttkx.cc:1258/69/mg9.php?id=cctv2
CCTV-3 综艺,http://ttkx.cc:1258/69/mg9.php?id=cctv3
CCTV-4 中文国际,http://ttkx.cc:1258/69/mg9.php?id=cctv4
CCTV-5 体育,http://ttkx.cc:1258/69/mg9.php?id=cctv5
CCTV-6 电影,http://ttkx.cc:1258/69/mg9.php?id=cctv6
CCTV-7 国防军事,http://ttkx.cc:1258/69/mg9.php?id=cctv7
CCTV-8 电视剧,http://ttkx.cc:1258/69/mg9.php?id=cctv8
CCTV-9 纪录,http://ttkx.cc:1258/69/mg9.php?id=cctv9
CCTV-10 科教,http://ttkx.cc:1258/69/mg9.php?id=cctv10
CCTV-11 戏曲,http://ttkx.cc:1258/69/mg9.php?id=cctv11
CCTV-12 社会与法治,http://ttkx.cc:1258/69/mg9.php?id=cctv12
CCTV-13 新闻,http://ttkx.cc:1258/69/mg9.php?id=cctv13
CCTV-14 少儿节目,http://ttkx.cc:1258/69/mg9.php?id=cctv14
CCTV-15 音乐,http://ttkx.cc:1258/69/mg9.php?id=cctv15
CCTV-16 奥林匹克,http://112.103.140.109:9003/hls/16/index.m3u8
CCTV-17 农业农村,http://ttkx.cc:1258/69/mg9.php?id=cctv17
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV1,https://tvpull.careryun.com/tv/cctv1.m3u8
CCTV2,https://tvpull.careryun.com/tv/cctv2.m3u8
CCTV3,https://tvpull.careryun.com/tv/cctv3.m3u8
CCTV5,https://tvpull.careryun.com/tv/cctv5.m3u8
CCTV7,https://tvpull.careryun.com/tv/cctv7.m3u8
CCTV8,https://tvpull.careryun.com/tv/cctv8.m3u8
CCTV9,https://tvpull.careryun.com/tv/cctv9.m3u8
CCTV11,https://tvpull.careryun.com/tv/cctv11.m3u8
CCTV12,https://tvpull.careryun.com/tv/cctv12.m3u8
CCTV13,https://tvpull.careryun.com/tv/cctv13.m3u8
CCTV14,https://tvpull.careryun.com/tv/cctv14.m3u8
CCTV15,https://tvpull.careryun.com/tv/cctv15.m3u8
CCTV17,https://tvpull.careryun.com/tv/cctv17.m3u8
CCTV4美洲,https://tvpull.careryun.com/tv/cctv4m.m3u8
CCTV4欧洲,https://tvpull.careryun.com/tv/cctv4o.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
💝小白23号正版抓包央视全国通用1点失效V4,#genre#
CCTV1,http://mgsp-cty2.live.miguvideo.com:8088/migu/kailu/cctv1hd265/57/20191230/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=113.9.223.91&SecurityKey=20250123172141&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h265&bean=mgspios&tid=ios&conFee=0&mtv_session=9a2d47a8d19e35291249430849a2be8e&sv=10003&ct=ios&playUrlSsn=f84f106e421acfed093153fdde6c16a8&is_advertise=0&jid=fdab68adb2c9aeee90b8f70d711b11b0&sjid=subsession_1737624101299&timestamp=20250123172141&encrypt=22799ce43707e518c75aa8f297f1c417&HlsSubType=1&HlsProfileId=1&nphaid=0

CCTV2,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv2hd265/55/20200407/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5500346945&pid=2028597139&timestamp=20250123172204&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=63178053220250123027&ParentNodeID=-99&assertID=5500346945&client_ip=113.9.223.91&SecurityKey=20250123172204&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h265&bean=mgspios&tid=ios&conFee=0&mtv_session=1579817bc3d319e4f080137868ed60c9&sv=10003&ct=ios&playUrlSsn=235095e992614bca267af3e2bd5508ab&is_advertise=0&jid=127af19108449a6668d73a1d662d5de8&sjid=subsession_1737624124851&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=0fd3525c84e38eabdeb5f23d798f5f09

CCTV3,http://hlszymgsplive.miguvideo.com:8080/wd_r2/ocn/cctv3hd/3000/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5500212864&pid=2028597139&timestamp=20250123172222&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=62487827120250123024&ParentNodeID=-99&assertID=5500212864&client_ip=113.9.223.91&SecurityKey=20250123172222&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h264&bean=mgspios&tid=ios&conFee=0&mtv_session=9b06692db81715799c699d2077b65914&sv=10003&ct=ios&playUrlSsn=cf86e57b207bec4c729b8c50e4a9a173&is_advertise=0&jid=b4f8fd1168ddb33c7f1dd90010ba66cd&sjid=subsession_1737624142397&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4a433aa4e412d1243963964240b6a8e3

CCTV4,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv4hd265/57/20191230/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5500346947&pid=2028597139&timestamp=20250123172238&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=63178042120250123035&ParentNodeID=-99&assertID=5500346947&client_ip=113.9.223.91&SecurityKey=20250123172238&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h265&bean=mgspios&tid=ios&conFee=0&mtv_session=b2701211855a851f342842c831cd635a&sv=10003&ct=ios&playUrlSsn=f0c2112d317a1fd85543b9455c10e654&is_advertise=0&jid=58c7f2cfceda7692f97efa1695660c40&sjid=subsession_1737624158934&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=54949f4a9e9d594c8305669c8c2d87f1

CCTV5,http://hlszymgsplive.miguvideo.com:8080/migu/kailu/cctv5hd265/57/20191230/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5500516171&pid=2028597139&timestamp=20250123172259&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=64188668320250123016&ParentNodeID=-99&assertID=5500516171&client_ip=113.9.223.91&SecurityKey=20250123172259&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h265&bean=mgspios&tid=ios&conFee=0&mtv_session=990a31434eb14d6c7212df6c7ff70983&sv=10003&ct=ios&playUrlSsn=4deff25e15c405935aa97ae46a656ab8&is_advertise=0&jid=17d6654d85420da65fd6c8a2c957fc79&sjid=subsession_1737624178989&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c99cbcff451e0189d8ad70ff6be29af4

CCTV5+,http://mgsp-tx2.live.miguvideo.com:8088/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5500516288&pid=2028597139&timestamp=20250123172323&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=64188677320250123015&ParentNodeID=-99&assertID=5500516288&client_ip=113.9.223.91&SecurityKey=20250123172323&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h264&bean=mgspios&tid=ios&conFee=0&sv=10003&ct=ios&playUrlSsn=e88ad566eb86a0fb9844a1fc556d7539&is_advertise=0&jid=f98851f7fa32c8744576c2bc50cde2dd&sjid=subsession_1737624203224&mtv_session=476e8ac9f87d2763f126959dbb120017&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=73d1e3acb16f64e03fa655eb2aca268b

NBA,http://hlszymgsplive.miguvideo.com:8080/migu/lunbo/nba/55/20230310/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=800033&netType=4&sid=5910021528&pid=2028597139&timestamp=20250123172346&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=78881538020250123032&ParentNodeID=-99&assertID=5910021528&client_ip=113.9.223.91&SecurityKey=20250123172346&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5900005736&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h265&bean=mgspios&tid=ios&conFee=0&mtv_session=ed8ee806a34bc9a90c1759b6c9a456a5&sv=10003&ct=ios&playUrlSsn=a177ba33fdc86bcce5a0a38233badd3c&is_advertise=0&jid=d93405f7be60e228e0adb74f84558d7b&sjid=subsession_1737624226535&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3804a9c4a28f14837beffd1926af8d0a

CCTV6,http://hlszymgsplive.miguvideo.com:8080/migu/kailu/cctv6hd265/55/20200407/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5500212872&pid=2028597139&timestamp=20250123172402&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=62487839620250123014&ParentNodeID=-99&assertID=5500212872&client_ip=113.9.223.91&SecurityKey=20250123172402&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h265&bean=mgspios&tid=ios&conFee=0&mtv_session=fa22c2a992868084a36e2beed0e8cced&sv=10003&ct=ios&playUrlSsn=517cf3836702573093776e8185a1c18b&is_advertise=0&jid=b6393a0aabccff32ab405c7d65f383bb&sjid=subsession_1737624242063&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=abc164949668f5bb7c27bf1e8761c17b

CCTV7,http://hlszymgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5501083622&pid=2028597139&timestamp=20250123172415&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=67316812120250123023&ParentNodeID=-99&assertID=5501083622&client_ip=113.9.223.91&SecurityKey=20250123172415&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h264&bean=mgspios&tid=ios&conFee=0&mtv_session=c86d6f0387a13e2ced1efaf6802e5bbe&sv=10003&ct=ios&playUrlSsn=66a2fdfe8d2b6eafb42ab3d7e0640019&is_advertise=0&jid=567d4f4df2ccdb23fc058e550d1f7500&sjid=subsession_1737624255047&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f6ac261ced260dab2c977674d8425dc2

CCTV8,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv8hd265/55/20200407/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5500212868&pid=2028597139&timestamp=20250123172432&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=62487835620250123022&ParentNodeID=-99&assertID=5500212868&client_ip=113.9.223.91&SecurityKey=20250123172432&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h265&bean=mgspios&tid=ios&conFee=0&mtv_session=015b044603053982ec7251956e63e33d&sv=10003&ct=ios&playUrlSsn=d275b89513c18d5c26d28b1017d79443&is_advertise=0&jid=b3fe24cfac6a7f6fde37efafecda1713&sjid=subsession_1737624272658&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=458d6cb35c4b15be4481162fe92f119a

CCTV9,http://hlszymgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=e6cc1794f6fcadb3bdaddc7e9925b09b&mdspid=&spid=699004&netType=4&sid=5501083624&pid=2028597139&timestamp=20250123172449&Channel_ID=0116_2604033000-99000-200300020100001&ProgramID=67316814020250123022&ParentNodeID=-99&assertID=5501083624&client_ip=113.9.223.91&SecurityKey=20250123172449&promotionId=8BA32D9F-6838-4477-8299-4EC26F0FC6CD&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.1.2-RELEASE&userid=1131718435&jmhm=e6cc1794f6fcadb3bdaddc7e9925b09b&videocodec=h264&bean=mgspios&tid=ios&conFee=0&mtv_session=76ace050fed19bb130ea424f60fed46e&sv=10003&ct=ios&playUrlSsn=f2a98b1574bf6954ea77070a3e541d37&is_advertise=0&jid=d65fc41af39f2d3d5a2300d86a0ad2f9&sjid=subsession_1737624289077&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c21af158ff8edd5f896a13cf747bb195

